chain,sample,tissue,histological site, lengthMean, nReads_covering_median
IGH,G20927.GTEX-SUCS-1726-SM-32PM8.2,Nerve - Tibial,Nerve,17.0,1.0
IGH,G62224.GTEX-13X6H-1026.2,Ovary,Ovary,16.2045454545,1.0
IGH,G65694.GTEX-12WSE-0826.2,Lung,Lung,15.7714285714,1.0
IGH,G64204.GTEX-14A6H-2826.1,Muscle - Skeletal,Muscle,13.5,1.0
IGH,G41517.GTEX-WVJS-0226.2,Adipose - Subcutaneous,Adipose Tissue,15.4,1.0
IGH,G19404.GTEX-S7SE-0126-SM-2XCD5.1,Skin - Sun Exposed (Lower leg),Skin,13.0,2.0
IGH,G42270.GTEX-X3Y1-1926.4,Minor Salivary Gland,Salivary Gland,15.6678553235,1.0
IGH,G60245.GTEX-13QBU-1726.2,Vagina,Vagina,14.6052631579,1.0
IGH,G39751.GTEX-V955-0926-SM-4JBJ8.1,Artery - Aorta,Blood Vessel,15.8095238095,2.0
IGH,G35270.GTEX-TML8-1326-SM-4DXTO.7,Colon - Transverse,Colon,15.5072895958,1.0
IGH,G62904.GTEX-13O3O-0011-R7b.3,Brain - Putamen (basal ganglia),Brain,nan,nan
IGH,G25683.GTEX-OHPL-0626-SM-3MJGJ.1,Esophagus - Muscularis,Esophagus,15.4148296593,1.0
IGH,G32800.GTEX-X4XX-0011-R5A-SM-46MWN.2,Brain - Caudate (basal ganglia),Brain,16.3333333333,1.0
IGH,G65654.GTEX-139T4-0008.2,Cells - Transformed fibroblasts,Skin,nan,nan
IGH,G62685.GTEX-145LV-1026.2,Adipose - Visceral (Omentum),Adipose Tissue,13.75,1.0
IGH,G33770.GTEX-QDT8-0126-SM-48TZ1.3,Skin - Sun Exposed (Lower leg),Skin,16.4,1.0
IGH,G34365.GTEX-XMK1-2226-SM-4B673.3,Adipose - Subcutaneous,Adipose Tissue,16.1304347826,1.0
IGH,G32778.GTEX-X5EB-0926-SM-46MVT.2,Colon - Transverse,Colon,14.2,1.0
IGH,G47169.GTEX-YF7O-1326.1,Pancreas,Pancreas,15.9085365854,1.0
IGH,G34255.GTEX-XBED-1226-SM-4AT5V.2,Stomach,Stomach,15.8778801843,1.0
IGH,G48657.GTEX-ZC5H-0126.1,Adipose - Subcutaneous,Adipose Tissue,15.7741935484,2.0
IGH,G18078.GTEX-NPJ8-1726-SM-2YUNB.1,Nerve - Tibial,Nerve,15.6666666667,1.0
IGH,G26767.GTEX-PLZ5-0426-SM-3P612.2,Artery - Aorta,Blood Vessel,15.8194444444,1.0
IGH,G34447.GTEX-XQ3S-0626-SM-4BOOB.7,Heart - Left Ventricle,Heart,13.5,1.0
IGH,G23436.GTEX-UTHO-0011-R6A-SM-3GIJW.1,Brain - Nucleus accumbens (basal ganglia),Brain,14.0,1.0
IGH,G35241.GTEX-T6MO-0008-SM-4DM6T.1,Cells - Transformed fibroblasts,Skin,15.3333333333,1.0
IGH,G64161.GTEX-145LT-1826.1,Adipose - Subcutaneous,Adipose Tissue,17.5,1.0
IGH,G62718.GTEX-145MF-2626.2,Pituitary,Pituitary,16.7142857143,1.0
IGH,G61843.GTEX-145LT-0426.2,Testis,Testis,16.7941176471,1.0
IGH,G47172.GTEX-YFCO-1726.1,Testis,Testis,15.8,1.0
IGH,G34001.GTEX-S3XE-1526-SM-4AD5A.3,Testis,Testis,14.0,1.0
IGH,G58494.GTEX-12WSC-0126.2,Skin - Sun Exposed (Lower leg),Skin,15.8863636364,1.0
IGH,G48917.GTEX-ZDTS-1326.1,Heart - Left Ventricle,Heart,16.3333333333,1.0
IGH,G39763.GTEX-UPK5-1426-SM-4JBHH.1,Liver,Liver,14.6744186047,1.0
IGH,G41484.GTEX-WWTW-1326.2,Adipose - Visceral (Omentum),Adipose Tissue,15.4605263158,1.0
IGH,G52621.GTEX-12WSB-2926.2,Skin - Not Sun Exposed (Suprapubic),Skin,14.7916666667,1.0
IGH,G47054.GTEX-YB5K-1926.3,Spleen,Spleen,15.5866123926,1.0
IGH,G33936.GTEX-P4PP-0008-SM-48TDV.1,Cells - Transformed fibroblasts,Skin,15.0909090909,1.0
IGH,G62722.GTEX-145MI-1126.2,Thyroid,Thyroid,14.0,1.0
IGH,G47093.GTEX-YF7O-0005.1,Whole Blood,Blood,15.2460567823,1.0
IGH,G35218.GTEX-T6MO-1226-SM-4DM5S.1,Vagina,Vagina,13.25,1.0
IGH,G46912.GTEX-Y8LW-2126.1,Nerve - Tibial,Nerve,15.7931034483,1.0
IGH,G41006.GTEX-WH7G-0626-SM-4LVMO.3,Artery - Aorta,Blood Vessel,15.1515151515,1.0
IGH,G65202.GTEX-14BMU-0126.2,Adrenal Gland,Adrenal Gland,15.875,1.0
IGH,G59179.GTEX-11ZUS-1326.3,Artery - Tibial,Blood Vessel,18.0,1.0
IGH,G58429.GTEX-131XF-2826.2,Minor Salivary Gland,Salivary Gland,15.6163402822,1.0
IGH,G48912.GTEX-ZF29-1126.1,Pancreas,Pancreas,15.5,1.0
IGH,G47067.GTEX-Y9LG-0726.3,Pancreas,Pancreas,15.5177304965,1.0
IGH,G62657.GTEX-131XW-0006.2,Whole Blood,Blood,15.7303030303,1.0
IGH,G34418.GTEX-XPVG-2626-SM-4B669.3,Skin - Sun Exposed (Lower leg),Skin,15.375,1.0
IGH,G64354.GTEX-145MG-3026.1,Brain - Cortex,Brain,19.0,1.0
IGH,G41081.GTEX-WHSB-1026.3,Small Intestine - Terminal Ileum,Small Intestine,15.3180957533,1.0
IGH,G19345.GTEX-S32W-0626-SM-2XCBG.1,Heart - Left Ventricle,Heart,16.4,1.0
IGH,G19492.GTEX-SNMC-1526-SM-2XCFN.2,Artery - Tibial,Blood Vessel,nan,nan
IGH,G59133.GTEX-11TT1-1726.6,Liver,Liver,15.5,1.0
IGH,G48862.GTEX-ZE9C-0011-R2a.1,Brain - Substantia nigra,Brain,16.5,1.0
IGH,G33011.GTEX-X638-0226-SM-47JZ9.3,Adipose - Subcutaneous,Adipose Tissue,15.3333333333,1.0
IGH,G65270.GTEX-13S7M-3026.2,Brain - Cerebellum,Brain,16.0,1.0
IGH,G23433.GTEX-W5WG-0006-SM-3GIJT.1,Whole Blood,Blood,16.2352941176,1.0
IGH,G32990.GTEX-X88G-0004-SM-47JZ6.3,Cells - EBV-transformed lymphocytes,Blood,15.3333333333,1.0
IGH,G25890.GTEX-OIZH-1426-SM-3NB1O.2,Colon - Transverse,Colon,15.5524775654,1.0
IGH,G62570.GTEX-13FTZ-0005.2,Whole Blood,Blood,15.8790786948,1.0
IGH,G33007.GTEX-XUYS-0002-SM-47JXL.3,Cells - EBV-transformed lymphocytes,Blood,15.25,2.0
IGH,G33992.GTEX-S3XE-0326-SM-4AD6L.3,Artery - Aorta,Blood Vessel,15.4390243902,1.0
IGH,G41174.GTEX-WHWD-0926.4,Esophagus - Mucosa,Esophagus,15.6096866097,1.0
IGH,G25114.GTEX-OOBK-2126-SM-3LK5T.1,Testis,Testis,17.5,1.0
IGH,G60252.GTEX-13OW6-1726.2,Adrenal Gland,Adrenal Gland,17.0,1.0
IGH,G62777.GTEX-13YAN-1026.3,Lung,Lung,15.9244444444,1.0
IGH,G65211.GTEX-147GR-0726.2,Thyroid,Thyroid,16.0833333333,1.0
IGH,G34503.GTEX-XUJ4-1726-SM-4BONW.7,Adipose - Visceral (Omentum),Adipose Tissue,15.7488372093,1.0
IGH,G33842.GTEX-QCQG-1526-SM-48U25.3,Artery - Aorta,Blood Vessel,15.4736842105,1.0
IGH,G18491.GTEX-PLZ4-0926-SM-2S1OI.1,Muscle - Skeletal,Muscle,13.0,1.0
IGH,G32410.GTEX-QV31-0626-SM-447C5.2,Stomach,Stomach,15.5613346418,1.0
IGH,G62091.GTEX-13NZB-2126.2,Breast - Mammary Tissue,Breast,15.7973856209,1.0
IGH,G62218.GTEX-14A6H-1026.2,Adipose - Visceral (Omentum),Adipose Tissue,15.3721590909,1.0
IGH,G18625.GTEX-REY6-0526-SM-2TF5M.1,Thyroid,Thyroid,14.6470588235,1.0
IGH,G60436.GTEX-13QBU-0626.3,Thyroid,Thyroid,15.3913043478,1.0
IGH,G62138.GTEX-13NYS-0011-R9b.2,Brain - Spinal cord (cervical c-1),Brain,16.6,1.0
IGH,G16677.GTEX-OXRP-0526.3,Lung,Lung,15.6727568006,1.0
IGH,G35595.GTEX-X585-1426-SM-4E3JO.4,Esophagus - Gastroesophageal Junction,Esophagus,15.7,1.0
IGH,G26711.GTEX-W5WG-0002-SM-3NMDN.1,Cells - EBV-transformed lymphocytes,Blood,16.4333333333,1.5
IGH,G48919.GTEX-ZDTT-0226.1,Artery - Aorta,Blood Vessel,13.7692307692,1.0
IGH,G63059.GTEX-13112-0426.2,Heart - Left Ventricle,Heart,16.0,1.0
IGH,G61781.GTEX-11XUK-0005.2,Whole Blood,Blood,15.625,1.0
IGH,G32925.GTEX-RUSQ-2126-SM-47JXK.3,Testis,Testis,15.6666666667,1.0
IGH,G41178.GTEX-WHWD-1526.5,Colon - Sigmoid,Colon,14.75,1.0
IGH,G16653.K-562.3,Cells - Leukemia cell line (CML),Bone Marrow,15.5,1.0
IGH,G62535.GTEX-ZYFD-0326.2,Muscle - Skeletal,Muscle,12.0,1.0
IGH,G60110.GTEX-13NYB-3026.2,Brain - Cortex,Brain,16.0,1.0
IGH,G34019.GTEX-S4Q7-0226-SM-4AD5O.3,Adrenal Gland,Adrenal Gland,17.7142857143,1.0
IGH,G41481.GTEX-WQUQ-2526.2,Colon - Transverse,Colon,15.1444954128,1.0
IGH,G46531.GTEX-YJ89-0126.1,Skin - Sun Exposed (Lower leg),Skin,14.6666666667,1.0
IGH,G62655.GTEX-1313W-0006.2,Whole Blood,Blood,15.6697674419,1.0
IGH,G59730.GTEX-117XS-0726.2,Heart - Atrial Appendage,Heart,15.6,1.0
IGH,G53117.GTEX-11LCK-0526.3,Thyroid,Thyroid,16.0952380952,1.0
IGH,G33656.GTEX-RNOR-2426-SM-48FDY.4,Pituitary,Pituitary,16.5,1.0
IGH,G34454.GTEX-XQ8I-0426-SM-4BOPO.7,Skin - Sun Exposed (Lower leg),Skin,14.6666666667,1.0
IGH,G40880.K-562-SM-4LMI2.3,Cells - Leukemia cell line (CML),Bone Marrow,nan,nan
IGH,G65628.GTEX-NL3H-0011-R8a.2,Brain - Hypothalamus,Brain,13.5,1.5
IGH,G25192.GTEX-WHWD-0426-SM-3LK83.1,Heart - Left Ventricle,Heart,13.6666666667,1.0
IGH,G62908.GTEX-13O3Q-0011-R5b.3,Brain - Caudate (basal ganglia),Brain,13.0,1.0
IGH,G62888.GTEX-1399R-1626.3,Testis,Testis,15.7804878049,1.0
IGH,G63178.GTEX-13S7M-0011-R1b.2,Brain - Hippocampus,Brain,16.0,1.0
IGH,G33693.GTEX-R3RS-0008-SM-48FF1.4,Cells - Transformed fibroblasts,Skin,16.0,1.0
IGH,G18465.GTEX-OXRP-2426-SM-2S1NR.1,Artery - Tibial,Blood Vessel,15.25,1.0
IGH,G34337.GTEX-XGQ4-0004-SM-4AT5S.2,Cells - EBV-transformed lymphocytes,Blood,13.3333333333,1.0
IGH,G64258.GTEX-13RTK-1626.1,Muscle - Skeletal,Muscle,nan,nan
IGH,G62100.GTEX-13JVG-0426.2,Artery - Tibial,Blood Vessel,15.4074074074,1.0
IGH,G42349.GTEX-X4XX-0726.2,Testis,Testis,15.5,1.0
IGH,G65558.GTEX-QDT8-0006.3,Whole Blood,Blood,15.0928143713,1.0
IGH,G34485.GTEX-XUW1-0626-SM-4BOP4.8,Nerve - Tibial,Nerve,15.1724137931,1.0
IGH,G58513.GTEX-12696-2226.2,Prostate,Prostate,15.9130434783,1.0
IGH,G26559.GTEX-WZTO-0426-SM-3NM99.1,Lung,Lung,15.4261168385,1.0
IGH,G62539.GTEX-13JUV-0006.2,Whole Blood,Blood,15.5330033003,1.0
IGH,G65609.GTEX-14C38-0726.3,Skin - Not Sun Exposed (Suprapubic),Skin,16.0,1.0
IGH,G32942.GTEX-RWSA-1326-SM-47JX9.3,Esophagus - Muscularis,Esophagus,13.5,1.0
IGH,G65701.GTEX-14E7W-0526.2,Artery - Tibial,Blood Vessel,15.6785714286,2.0
IGH,G34037.GTEX-S4Z8-0626-SM-4AD6J.3,Artery - Aorta,Blood Vessel,15.3913043478,2.0
IGH,G25950.GTEX-WXYG-2526-SM-3NB3F.2,Muscle - Skeletal,Muscle,17.5,1.0
IGH,G65531.GTEX-N7MT-1126.3,Brain - Cortex,Brain,nan,nan
IGH,G16725.GTEX-NL3H-0011-R5a.3,Brain - Caudate (basal ganglia),Brain,16.0,1.5
IGH,G35229.GTEX-T5JW-0126-SM-4DM6K.1,Spleen,Spleen,15.4470852018,1.0
IGH,G26788.GTEX-P4PP-2026-SM-3P61N.2,Uterus,Uterus,14.1666666667,1.0
IGH,G61845.GTEX-145LS-1826.2,Esophagus - Mucosa,Esophagus,16.8181818182,1.0
IGH,G60716.GTEX-13QBU-2126.2,Minor Salivary Gland,Salivary Gland,13.5714285714,1.0
IGH,G19418.GTEX-S95S-1626-SM-2XCDJ.1,Artery - Tibial,Blood Vessel,15.1666666667,1.0
IGH,G26596.GTEX-TKQ2-0004-SM-3NMAC.1,Cells - EBV-transformed lymphocytes,Blood,16.9277108434,2.0
IGH,G42491.GTEX-QMRM-0326.2,Pancreas,Pancreas,15.76,1.0
IGH,G32796.GTEX-X8HC-2726-SM-46MUA.2,Ovary,Ovary,16.6666666667,1.0
IGH,G64410.GTEX-14E6E-1626.1,Small Intestine - Terminal Ileum,Small Intestine,15.2512908778,1.0
IGH,G23480.GTEX-W5X1-2326-SM-3GIL6.1,Breast - Mammary Tissue,Breast,15.0754716981,1.0
IGH,G32403.GTEX-QV31-0126-SM-447BP.2,Spleen,Spleen,15.5928077455,1.0
IGH,G16697.GTEX-PWN1-2626.3,Thyroid,Thyroid,15.953125,1.0
IGH,G34380.GTEX-XOT4-1426-SM-4B65T.3,Lung,Lung,15.9507575758,1.0
IGH,G59088.GTEX-11TUW-2426.6,Minor Salivary Gland,Salivary Gland,15.7663934426,1.0
IGH,G47174.GTEX-YEC4-1726.1,Small Intestine - Terminal Ileum,Small Intestine,15.5021398003,1.0
IGH,G59950.GTEX-ZAB4-0426.2,Muscle - Skeletal,Muscle,13.2857142857,1.0
IGH,G53113.GTEX-11LCK-0126.3,Spleen,Spleen,15.6654896859,1.0
IGH,G18479.GTEX-PLZ6-1726-SM-2S1O6.1,Nerve - Tibial,Nerve,14.0,1.0
IGH,G62037.GTEX-13G51-2526.2,Skin - Sun Exposed (Lower leg),Skin,17.0,1.0
IGH,G32783.GTEX-X5EB-2226-SM-46MW4.2,Skin - Sun Exposed (Lower leg),Skin,17.0,1.0
IGH,G59605.GTEX-ZY6K-1826.3,Skin - Sun Exposed (Lower leg),Skin,15.5,1.0
IGH,G25898.GTEX-OXRO-0011-R2A-SM-3NB1W.2,Brain - Substantia nigra,Brain,16.1666666667,1.0
IGH,G23428.GTEX-UTHO-0011-R1A-SM-3GIJO.1,Brain - Hippocampus,Brain,16.0,2.5
IGH,G63869.GTEX-11NV4-0008.2,Cells - Transformed fibroblasts,Skin,12.6,1.0
IGH,G26562.GTEX-OXRL-0626-SM-3NM9C.1,Esophagus - Mucosa,Esophagus,15.8330522766,1.0
IGH,G26780.GTEX-POMQ-1226-SM-3P61F.2,Uterus,Uterus,15.8785714286,1.0
IGH,G18474.GTEX-P78B-1626-SM-2S1O1.1,Muscle - Skeletal,Muscle,nan,nan
IGH,G62602.GTEX-145MN-0926.2,Lung,Lung,16.0743727599,1.0
IGH,G33890.GTEX-PWOO-1326-SM-48TCJ.1,Colon - Transverse,Colon,15.5541995693,1.0
IGH,G62947.GTEX-YF7O-0526.3,Heart - Atrial Appendage,Heart,17.1388888889,1.0
IGH,G19450.GTEX-OIZI-0526-SM-2XCEG.2,Artery - Tibial,Blood Vessel,13.5714285714,1.0
IGH,G61839.GTEX-145LT-0926.2,Colon - Transverse,Colon,15.6239220097,1.0
IGH,G59627.GTEX-ZZPU-1426.3,Stomach,Stomach,15.5238938053,1.0
IGH,G34281.GTEX-XGQ4-1826-SM-4AT6F.5,Prostate,Prostate,15.8214285714,1.0
IGH,G16791.GTEX-QEG5-0006.3,Whole Blood,Blood,15.3691756272,1.0
IGH,G53066.GTEX-11LCK-1926.3,Small Intestine - Terminal Ileum,Small Intestine,15.7105263158,1.0
IGH,G59718.GTEX-11EQ9-1026.2,Pancreas,Pancreas,15.2777777778,1.0
IGH,G63208.GTEX-13SLX-0011-R8b.2,Brain - Hypothalamus,Brain,14.0,1.0
IGH,G53039.GTEX-11I78-2126.3,Uterus,Uterus,15.768115942,1.0
IGH,G62896.GTEX-132QS-1226.3,Testis,Testis,16.0,1.0
IGH,G62643.K-562.2,Cells - Leukemia cell line (CML),Bone Marrow,nan,nan
IGH,G60845.GTEX-131XG-0326.2,Skin - Not Sun Exposed (Suprapubic),Skin,14.75,2.5
IGH,G16757.GTEX-PWO3-0011-R5A.3,Brain - Caudate (basal ganglia),Brain,15.75,1.0
IGH,G59532.GTEX-11TT1-2226.2,Testis,Testis,15.0,1.0
IGH,G46932.GTEX-Y8E4-1926.1,Esophagus - Gastroesophageal Junction,Esophagus,12.5,1.0
IGH,G35609.GTEX-ZDTS-0008.4,Cells - Transformed fibroblasts,Skin,14.5,1.0
IGH,G62446.GTEX-13OW6-2126.2,Colon - Transverse,Colon,15.5609034268,1.0
IGH,G61928.GTEX-12WSL-2826.2,Nerve - Tibial,Nerve,13.4,1.0
IGH,G58436.GTEX-131XE-1226.2,Esophagus - Muscularis,Esophagus,15.5,1.0
IGH,G34012.GTEX-S4P3-0526-SM-4AD58.3,Esophagus - Muscularis,Esophagus,15.0,1.0
IGH,G62177.GTEX-ZYY3-1526.2,Esophagus - Mucosa,Esophagus,17.0,1.0
IGH,G18361.GTEX-PWOO-2426-SM-2S1OV.1,Artery - Tibial,Blood Vessel,nan,nan
IGH,G62620.GTEX-145MO-0626.2,Artery - Tibial,Blood Vessel,22.0,1.0
IGH,G62254.GTEX-14A5I-2726.2,Vagina,Vagina,12.875,1.0
IGH,G32748.GTEX-RU72-0826-SM-46MUS.2,Esophagus - Muscularis,Esophagus,nan,nan
IGH,G25702.GTEX-OHPK-0426-SM-3MJH3.1,Artery - Aorta,Blood Vessel,16.3577981651,1.0
IGH,G35288.GTEX-TSE9-2226-SM-4DXUR.7,Ovary,Ovary,15.5714285714,1.0
IGH,G65231.GTEX-14E6E-1826.2,Skin - Sun Exposed (Lower leg),Skin,14.5,1.0
IGH,G26762.GTEX-PLZ5-0826-SM-3P5ZW.2,Esophagus - Muscularis,Esophagus,15.5909090909,1.0
IGH,G62976.GTEX-145LU-0011-R11b.3,Brain - Cerebellar Hemisphere,Brain,nan,nan
IGH,G19390.GTEX-S4P3-1626-SM-3K2AZ.1,Muscle - Skeletal,Muscle,16.5,1.0
IGH,G53029.GTEX-ZY6K-0826.3,Esophagus - Gastroesophageal Junction,Esophagus,14.0,1.0
IGH,G42467.GTEX-QV44-0626.2,Artery - Aorta,Blood Vessel,14.8,2.0
IGH,G34342.GTEX-S95S-0726-SM-4B64H.3,Pancreas,Pancreas,14.0,1.0
IGH,G63101.GTEX-14ABY-0011-R7b.2,Brain - Putamen (basal ganglia),Brain,12.5,1.0
IGH,G41602.GTEX-WYVS-0126.2,Spleen,Spleen,15.8110311751,1.0
IGH,G33933.GTEX-PWN1-2526-SM-48TDS.1,Vagina,Vagina,16.3888888889,1.0
IGH,G41003.GTEX-WFON-1126-SM-4LVMA.3,Stomach,Stomach,15.5956521739,1.0
IGH,G62961.GTEX-132NY-1026.3,Thyroid,Thyroid,15.6666666667,1.0
IGH,G59337.GTEX-12WSC-3126.2,Pituitary,Pituitary,14.625,1.0
IGH,G33790.GTEX-Q2AH-1226-SM-48TZL.3,Colon - Transverse,Colon,15.8022708057,1.0
IGH,G46909.GTEX-Y9LG-0226.1,Artery - Aorta,Blood Vessel,16.1111111111,1.0
IGH,G61871.GTEX-148VJ-0626.2,Skin - Not Sun Exposed (Suprapubic),Skin,17.75,1.0
IGH,G20898.GTEX-SN8G-0526-SM-32PLE.1,Artery - Tibial,Blood Vessel,nan,nan
IGH,G62940.GTEX-12WSJ-0926.3,Stomach,Stomach,15.5588235294,1.5
IGH,G26568.GTEX-WZTO-2926-SM-3NM9I.1,Brain - Cortex,Brain,15.75,1.0
IGH,G62136.GTEX-13N2G-0011-R11a.2,Brain - Cerebellar Hemisphere,Brain,12.0,1.0
IGH,G62355.K-562.2,Cells - Leukemia cell line (CML),Bone Marrow,11.5,1.0
IGH,G16704.GTEX-QDVN-0726.3,Lung,Lung,16.0543933054,1.0
IGH,G53807.GTEX-11ZVC-0011-R3a.2,Brain - Anterior cingulate cortex (BA24),Brain,15.5555555556,1.0
IGH,G25925.GTEX-WY7C-2626-SM-3NB2P.2,Nerve - Tibial,Nerve,16.0,1.0
IGH,G18404.GTEX-QDVN-2426-SM-2S1Q4.1,Muscle - Skeletal,Muscle,17.6666666667,1.0
IGH,G33672.GTEX-R55D-1826-SM-48FEF.4,Colon - Transverse,Colon,15.1472819216,1.0
IGH,G46917.GTEX-Y8E4-0226.1,Artery - Coronary,Blood Vessel,15.8098591549,1.0
IGH,G41079.GTEX-WHSB-0726.3,Pancreas,Pancreas,13.0,1.0
IGH,G58521.GTEX-1313W-0826.2,Breast - Mammary Tissue,Breast,15.6196319018,1.0
IGH,G42477.GTEX-QEL4-1026.2,Artery - Coronary,Blood Vessel,14.9787234043,1.0
IGH,G25660.GTEX-WQUQ-0426-SM-3MJFU.1,Skin - Sun Exposed (Lower leg),Skin,12.5,1.5
IGH,G35578.GTEX-X4EO-2926-SM-4E3JH.4,Skin - Not Sun Exposed (Suprapubic),Skin,15.95,1.0
IGH,G20876.GTEX-QDT8-0011-R3A-SM-32PKR.1,Brain - Anterior cingulate cortex (BA24),Brain,14.0,1.0
IGH,G48903.GTEX-ZF28-3026.1,Brain - Cortex,Brain,15.5,1.0
IGH,G25692.GTEX-OHPL-3026-SM-3MJGS.1,Artery - Coronary,Blood Vessel,15.1578947368,1.0
IGH,G61209.GTEX-YEC3-1926.3,Esophagus - Muscularis,Esophagus,19.0,1.0
IGH,G65116.GTEX-14AS3-0726.2,Esophagus - Muscularis,Esophagus,14.6,1.0
IGH,G21105.GTEX-OOBJ-0326-SM-33HBO.1,Heart - Left Ventricle,Heart,15.5833333333,1.0
IGH,G33872.GTEX-OXRP-0926-SM-48TC1.1,Esophagus - Mucosa,Esophagus,14.5806451613,1.0
IGH,G35263.GTEX-TKQ2-1726-SM-4DXUP.8,Liver,Liver,15.3734177215,1.0
IGH,G61861.GTEX-146FQ-0826.2,Artery - Aorta,Blood Vessel,16.2857142857,1.0
IGH,G48858.GTEX-ZDXO-0011-R1a.1,Brain - Hippocampus,Brain,14.1666666667,1.0
IGH,G42266.GTEX-X15G-1426.3,Small Intestine - Terminal Ileum,Small Intestine,15.6232385004,1.0
IGH,G62600.GTEX-14A5H-1826.2,Esophagus - Mucosa,Esophagus,15.1297709924,1.0
IGH,G52618.GTEX-12WS9-0326.2,Skin - Not Sun Exposed (Suprapubic),Skin,15.2,1.0
IGH,G25147.GTEX-WHWD-2426-SM-3LK6S.1,Artery - Tibial,Blood Vessel,15.6666666667,1.0
IGH,G60743.GTEX-13NZA-1426.2,Lung,Lung,16.2142857143,1.0
IGH,G61866.GTEX-147F4-0626.2,Testis,Testis,17.0,1.0
IGH,G62891.GTEX-1399U-0326.3,Thyroid,Thyroid,15.5869565217,1.0
IGH,G65556.GTEX-QCQG-0006.3,Whole Blood,Blood,15.6220472441,1.0
IGH,G45133.GTEX-Z93S-0005.2,Whole Blood,Blood,15.3024193548,1.0
IGH,G65681.GTEX-13S7M-0426.2,Nerve - Tibial,Nerve,15.4166666667,1.0
IGH,G53114.GTEX-11LCK-0226.3,Pancreas,Pancreas,14.4285714286,1.0
IGH,G63095.GTEX-145LS-0011-R6b.2,Brain - Nucleus accumbens (basal ganglia),Brain,16.0,1.0
IGH,G59174.GTEX-ZLV1-1826.3,Adipose - Subcutaneous,Adipose Tissue,14.8125,1.0
IGH,G61197.GTEX-Y9LG-1926.3,Muscle - Skeletal,Muscle,14.5,1.0
IGH,G58313.GTEX-111YS-0926.2,Esophagus - Mucosa,Esophagus,15.9716981132,1.0
IGH,G33844.GTEX-QCQG-0126-SM-48U27.3,Adrenal Gland,Adrenal Gland,14.8,1.0
IGH,G64391.GTEX-147JS-1126.1,Liver,Liver,15.2574850299,1.0
IGH,G63205.GTEX-13RTJ-0011-R3a.2,Brain - Anterior cingulate cortex (BA24),Brain,16.0,1.0
IGH,G32747.GTEX-RU72-0726-SM-46MUW.2,Esophagus - Mucosa,Esophagus,12.0,1.0
IGH,G60711.GTEX-13PL6-0926.2,Adipose - Visceral (Omentum),Adipose Tissue,15.7130177515,1.0
IGH,G42476.GTEX-QEG5-0726.2,Breast - Mammary Tissue,Breast,15.9325842697,1.0
IGH,G60399.GTEX-13O21-3026.3,Lung,Lung,15.9095744681,1.0
IGH,G18637.GTEX-RU1J-0226-SM-2TF5Y.1,Thyroid,Thyroid,16.75,1.0
IGH,G60763.GTEX-13O61-0126.2,Adrenal Gland,Adrenal Gland,15.75,1.0
IGH,G34254.GTEX-XBED-2426-SM-4AT4O.2,Artery - Tibial,Blood Vessel,14.75,1.0
IGH,G35316.GTEX-U3ZM-1126-SM-4DXUB.7,Colon - Transverse,Colon,15.6068376068,1.0
IGH,G47179.GTEX-YFCO-2026.1,Adipose - Subcutaneous,Adipose Tissue,14.7160493827,2.0
IGH,G25721.GTEX-NPJ8-1226-SM-3MJHM.1,Testis,Testis,14.875,1.0
IGH,G61169.GTEX-Y8E4-1126.3,Artery - Aorta,Blood Vessel,16.1818181818,1.0
IGH,G62002.GTEX-13FXS-2826.2,Prostate,Prostate,15.6338028169,1.0
IGH,G18068.GTEX-O5YW-1826-SM-2YUN2.1,Artery - Tibial,Blood Vessel,14.5,1.0
IGH,G39742.GTEX-UTHO-2726-SM-4JBH9.1,Prostate,Prostate,15.9616858238,1.0
IGH,G18659.GTEX-RVPU-0005-SM-2TF6L.1,Whole Blood,Blood,nan,nan
IGH,G62039.GTEX-13G51-2726.2,Muscle - Skeletal,Muscle,12.5,1.0
IGH,G33691.GTEX-RNOR-0008-SM-48FEY.4,Cells - Transformed fibroblasts,Skin,13.2,1.0
IGH,G65720.GTEX-145LT-0726.2,Breast - Mammary Tissue,Breast,15.0,1.0
IGH,G20894.GTEX-QMR6-1426-SM-32PLA.1,Brain - Cortex,Brain,nan,nan
IGH,G60490.GTEX-13FHP-0826.2,Heart - Atrial Appendage,Heart,14.1538461538,1.0
IGH,G60457.GTEX-131XE-1626.2,Skin - Not Sun Exposed (Suprapubic),Skin,15.8571428571,2.0
IGH,G32985.GTEX-WCDI-0008-SM-47JYE.3,Cells - Transformed fibroblasts,Skin,15.5,1.0
IGH,G34490.GTEX-XUJ4-0326-SM-4BOP9.8,Artery - Aorta,Blood Vessel,15.6049382716,1.0
IGH,G59239.GTEX-12696-1326.3,Esophagus - Mucosa,Esophagus,15.5333333333,1.0
IGH,G65100.GTEX-11OC5-0008.2,Cells - Transformed fibroblasts,Skin,10.0,1.0
IGH,G39647.GTEX-UJHI-0926-SM-4IHKF.2,Esophagus - Muscularis,Esophagus,16.75,1.0
IGH,G34471.GTEX-XQ8I-0826-SM-4BOOE.7,Artery - Tibial,Blood Vessel,18.3333333333,1.0
IGH,G65070.GTEX-ZE9C-1326.2,Adipose - Visceral (Omentum),Adipose Tissue,15.2972972973,1.0
IGH,G33949.GTEX-PWCY-0008-SM-48TE9.1,Cells - Transformed fibroblasts,Skin,14.3,1.0
